Magazin standard,Stradă standard,Localitate standard,Sector atribuit,Județ,Nr. clienți
Staer 9,domnita balasa,afumați,—,ilfov,1
Staer 9,domnita ralu,afumați,—,ilfov,2
Staer 9,dorneasca,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 9,dorneasca,sector 1,sector 1,bucurești,1
Staer 9,dorneasca,sector 5,sector 5,bucurești,11
Staer 9,dorobanti colt cu lisabona,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dorului,corbeanca,—,ilfov,1
Staer 9,dr bacriului,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 9,dr bacriului,chiajna–roșu–dudu,—,ilfov,11
Staer 9,dr belsigului,sector 6,sector 6,bucurești,1
Staer 9,dr bercenarului,sector 4,sector 4,bucurești,1
Staer 9,dr binelui,sector 4,sector 4,bucurești,26
Staer 9,dr bisericii,voluntari–pipera,—,ilfov,2
Staer 9,dr buicliu cristea,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dr c-tin zlatescu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dr calitei,sector 3,sector 3,bucurești,1
Staer 9,dr calmatuiului,sector 6,sector 6,bucurești,1
Staer 9,dr cheile turzii,sector 4,sector 4,bucurești,2
Staer 9,dr ciorogarla,sector 6,sector 6,bucurești,20
Staer 9,dr constantin istrati,sector 5,sector 5,bucurești,1
Staer 9,dr constantin moise,sector 6,sector 6,bucurești,1
Staer 9,dr cooperativei,bragadiru,—,ilfov,1
Staer 9,dr cooperativei,sector 5,sector 5,bucurești,5
Staer 9,dr cooperativei,sector 6,sector 6,bucurești,1
Staer 9,dr cretestilor,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dr cretestilor,sector 4,sector 4,bucurești,1
Staer 9,dr cricovului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dr cricovului,sector 6,sector 6,bucurești,1
Staer 9,dr daraban,buftea,—,ilfov,1
Staer 9,dr de sonde,bragadiru,—,ilfov,1
Staer 9,dr dealul alunis,sector 4,sector 4,bucurești,1
Staer 9,dr dealul bradului,sector 4,sector 4,bucurești,4
Staer 9,dr eugen iosif,sector 5,sector 5,bucurești,1
Staer 9,dr fermei,bucurești neatribuit,bucurești neatribuit,bucurești,4
Staer 9,dr fermei,popești-leordeni,—,ilfov,37
Staer 9,dr frederic joliot-curie,sector 5,sector 5,bucurești,1
Staer 9,dr garii,dobroești,—,ilfov,2
Staer 9,dr garii,sector 2,sector 2,bucurești,1
Staer 9,dr garii odai,otopeni,—,ilfov,2
Staer 9,dr ghindari,sector 5,sector 5,bucurești,9
Staer 9,dr gilaului,sector 4,sector 4,bucurești,1
Staer 9,dr gr romniceanu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dr grozovici,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dr gura ariesului,sector 3,sector 3,bucurești,2
Staer 9,dr gura calitei,sector 3,sector 3,bucurești,16
Staer 9,dr gura crivatului,sector 3,sector 3,bucurești,1
Staer 9,dr gura fagetului,sector 3,sector 3,bucurești,12
Staer 9,dr gura garlitei,sector 3,sector 3,bucurești,1
Staer 9,dr gura putnei,sector 3,sector 3,bucurești,5
Staer 9,dr gura siriului,sector 3,sector 3,bucurești,5
Staer 9,dr iacob felic,sector 1,sector 1,bucurești,1
Staer 9,dr iacob felix,sector 1,sector 1,bucurești,3
Staer 9,dr ion ghiulamila,sector 5,sector 5,bucurești,2
Staer 9,dr ion radovici,sector 5,sector 5,bucurești,1
Staer 9,dr jilavei,sector 4,sector 4,bucurești,20
Staer 9,dr julavei,sector 4,sector 4,bucurești,1
Staer 9,dr la chiajna,chiajna–roșu–dudu,—,ilfov,1
Staer 9,dr lister,sector 5,sector 5,bucurești,2
Staer 9,dr lunca jaristei,sector 3,sector 3,bucurești,2
Staer 9,dr manastirea varatec,sector 6,sector 6,bucurești,1
Staer 9,dr murgului,sector 3,sector 3,bucurești,1
Staer 9,dr nicolae turnescu,sector 1,sector 1,bucurești,1
Staer 9,dr opalului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dr osiei,sector 6,sector 6,bucurești,5
Staer 9,dr padurea mogosoaia,sector 1,sector 1,bucurești,1
Staer 9,dr padurea neagra,baneasa,—,ilfov,1
Staer 9,dr padurea neagra,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dr padurea neagra,sector 1,sector 1,bucurești,2
Staer 9,dr petre herescu,sector 5,sector 5,bucurești,1
Staer 9,dr piata haralambie botescu,sector 1,sector 1,bucurești,1
Staer 9,dr piscul mosului,sector 1,sector 1,bucurești,3
Staer 9,dr postalionului,sector 4,sector 4,bucurești,1
Staer 9,dr sabareni,sector 6,sector 6,bucurești,1
Staer 9,dr sanpaul,sector 5,sector 5,bucurești,1
Staer 9,dr sarii,sector 6,sector 6,bucurești,5
Staer 9,dr taberei,sector 6,sector 6,bucurești,67
Staer 9,dr targului,domnești,—,ilfov,2
Staer 9,dr timonierului,sector 6,sector 6,bucurești,7
Staer 9,dr valea calmatuiuolui,sector 6,sector 6,bucurești,1
Staer 9,dr valea cricovului,sector 6,sector 6,bucurești,4
Staer 9,dr valea danului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dr valea danului,sector 6,sector 6,bucurești,1
Staer 9,dr valea doftanei,sector 6,sector 6,bucurești,10
Staer 9,dr valea furcii,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dr valea furcii,sector 6,sector 6,bucurești,1
Staer 9,dr valea larga,sector 6,sector 6,bucurești,2
Staer 9,dr vallea cricovului,sector 6,sector 6,bucurești,1
Staer 9,dr vasile sion,sector 1,sector 1,bucurești,1
Staer 9,dr.fermei,popești-leordeni,—,ilfov,2
Staer 9,dr.valea furci,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dra.pogany,sector 6,sector 6,bucurești,1
Staer 9,drajna,sector 6,sector 6,bucurești,2
Staer 9,dreptati,sector 6,sector 6,bucurești,1
Staer 9,dreptatii,bragadiru,—,ilfov,2
Staer 9,dreptatii,sector 6,sector 6,bucurești,23
Staer 9,dristor,sector 3,sector 3,bucurești,1
Staer 9,dropiei,sector 2,sector 2,bucurești,1
Staer 9,"dru,ul gura calitei",sector 3,sector 3,bucurești,1
Staer 9,drumul bacliului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,drumul bacriului,chiajna–roșu–dudu,—,ilfov,15
Staer 9,drumul bacriului,sector 6,sector 6,bucurești,5
Staer 9,drumul becheanului,voluntari–pipera,—,ilfov,1
Staer 9,drumul belsugului,sector 6,sector 6,bucurești,25
Staer 9,drumul bimelui,sector 4,sector 4,bucurești,1
Staer 9,drumul binelui,sector 4,sector 4,bucurești,22
Staer 9,drumul bisericii,voluntari–pipera,—,ilfov,1
Staer 9,drumul calitei,sector 3,sector 3,bucurești,3
Staer 9,drumul campeni,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,drumul cheile turzii,sector 4,sector 4,bucurești,1
Staer 9,drumul ciorogarlei,sector 6,sector 6,bucurești,1
Staer 9,drumul ciorogârla,sector 6,sector 6,bucurești,10
Staer 9,drumul coadelor,snagov,—,ilfov,1
Staer 9,drumul cooperativei,sector 5,sector 5,bucurești,4
Staer 9,drumul cretestilor,sector 4,sector 4,bucurești,2
Staer 9,drumul cu sonde,bragadiru,—,ilfov,1
Staer 9,drumul de sonde,bragadiru,—,ilfov,1
Staer 9,drumul dealu bradului,sector 4,sector 4,bucurești,1
Staer 9,drumul dealul alunis,sector 4,sector 4,bucurești,3
Staer 9,drumul dealul babii,sector 4,sector 4,bucurești,2
Staer 9,drumul dealul bradului,sector 4,sector 4,bucurești,4
Staer 9,drumul dealul calmatuiului,sector 6,sector 6,bucurești,1
Staer 9,drumul dealul cucului,sector 4,sector 4,bucurești,6
Staer 9,drumul fermei,dobroești,—,ilfov,2
Staer 9,drumul fermei,popești-leordeni,—,ilfov,25
Staer 9,drumul funigeilor,sector 5,sector 5,bucurești,6
Staer 9,drumul furcii,sector 6,sector 6,bucurești,1
Staer 9,drumul garii,dobroești,—,ilfov,4
Staer 9,drumul garii,sector 2,sector 2,bucurești,1
Staer 9,drumul garlitei,sector 3,sector 3,bucurești,1
Staer 9,drumul gazarului,sector 4,sector 4,bucurești,2
Staer 9,drumul ghindari,sector 5,sector 5,bucurești,12
Staer 9,drumul ghindarilor,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,drumul gura ariesului,sector 3,sector 3,bucurești,9
Staer 9,drumul gura caliței,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 9,drumul gura caliței,sector 3,sector 3,bucurești,21
Staer 9,drumul gura crivatului,sector 3,sector 3,bucurești,4
Staer 9,drumul gura fagetului,sector 3,sector 3,bucurești,14
Staer 9,drumul gura fagetului,sector 6,sector 6,bucurești,1
Staer 9,drumul gura garlitei,sector 3,sector 3,bucurești,4
Staer 9,drumul gura putnei,sector 3,sector 3,bucurești,14
Staer 9,drumul gura siriului,sector 3,sector 3,bucurești,4
Staer 9,drumul jilavei,sector 4,sector 4,bucurești,17
Staer 9,drumul judetean 200 b,tunari,—,ilfov,1
Staer 9,drumul la chiajna,chiajna–roșu–dudu,—,ilfov,1
Staer 9,drumul la rosu,sector 6,sector 6,bucurești,4
Staer 9,drumul lunca jaristei,sector 3,sector 3,bucurești,3
Staer 9,drumul lunca marcusului,sector 3,sector 3,bucurești,1
Staer 9,drumul lunca sateasca,sector 3,sector 3,bucurești,1
Staer 9,drumul lunca tarnavei,sector 3,sector 3,bucurești,1
Staer 9,drumul luptatorilor antifascisti,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,drumul malu mierii,sector 3,sector 3,bucurești,1
Staer 9,drumul manastirea varatec,sector 6,sector 6,bucurești,13
Staer 9,drumul maracineni,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,drumul maracineni,sector 5,sector 5,bucurești,2
Staer 9,drumul maracineni,sector 6,sector 6,bucurești,1
Staer 9,drumul mare,clinceni,—,ilfov,2
Staer 9,drumul mic intre vii,sector 5,sector 5,bucurești,1
Staer 9,drumul morii,mogoșoaia,—,ilfov,8
Staer 9,drumul morilor,sector 3,sector 3,bucurești,1
Staer 9,drumul murgului,sector 3,sector 3,bucurești,3
Staer 9,drumul nadlac,sector 1,sector 1,bucurești,1
Staer 9,drumul negru,voluntari–pipera,—,ilfov,1
Staer 9,drumul nisipoasa,sector 1,sector 1,bucurești,5
Staer 9,drumul nisipoasa,sector 1,—,ilfov,1
Staer 9,drumul odai,otopeni,—,ilfov,1
Staer 9,drumul opalului,sector 1,sector 1,bucurești,4
Staer 9,drumul osiei,sector 6,sector 6,bucurești,15
Staer 9,drumul padurea mogosoaia,sector 1,sector 1,bucurești,1
Staer 9,drumul padurea mogosoaia,sector 2,sector 2,bucurești,1
Staer 9,drumul padurea neagra,sector 1,sector 1,bucurești,9
Staer 9,drumul padurea pusnicu,sector 1,sector 1,bucurești,1
Staer 9,drumul piscul mosului,sector 1,sector 1,bucurești,3
Staer 9,drumul piscului,ciolpani,—,ilfov,2
Staer 9,drumul podul ilfovatului,sector 6,sector 6,bucurești,1
Staer 9,drumul podul pitarului,sector 6,sector 6,bucurești,1
Staer 9,drumul postalionului,sector 4,sector 4,bucurești,1
Staer 9,drumul potcoavei,voluntari–pipera,—,ilfov,1
Staer 9,drumul regimentului,sector 1,sector 1,bucurești,1
Staer 9,drumul sarii,sector 5,sector 5,bucurești,1
Staer 9,drumul taberei,sector 6,sector 6,bucurești,37
Staer 9,drumul taberei ( anl-uri noi ),sector 6,sector 6,bucurești,1
Staer 9,drumul targului,domnești,—,ilfov,2
Staer 9,drumul timonierului,bucurești neatribuit,bucurești neatribuit,bucurești,3
Staer 9,drumul timonierului,sector 5,sector 5,bucurești,1
Staer 9,drumul timonierului,sector 6,sector 6,bucurești,4
Staer 9,drumul valea argovei,sector 6,sector 6,bucurești,1
Staer 9,drumul valea calmatuiului,sector 6,sector 6,bucurești,10
Staer 9,drumul valea cricovului,sector 6,sector 6,bucurești,18
Staer 9,drumul valea danului,sector 6,sector 6,bucurești,3
Staer 9,drumul valea doftanei,sector 6,sector 6,bucurești,29
Staer 9,drumul valea furcii,sector 6,sector 6,bucurești,4
Staer 9,drumul valea larga,sector 6,sector 6,bucurești,3
Staer 9,drumul viilor,otopeni,—,ilfov,2
Staer 9,drumul vulturesti,sector 5,sector 5,bucurești,2
Staer 9,drumul între tarlale,sector 3,sector 3,bucurești,1
Staer 9,drunul gura garlitei,sector 3,sector 3,bucurești,1
Staer 9,drunul osiei,sector 6,sector 6,bucurești,1
Staer 9,druul osiei,sector 6,sector 6,bucurești,1
Staer 9,duculescu,domnești,—,ilfov,1
Staer 9,duetului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,duetului,sector 1,sector 1,bucurești,2
Staer 9,duetului,sector 2,sector 2,bucurești,1
Staer 9,dumbrava rosie,berceni (ilfov),—,ilfov,1
Staer 9,dumbravei,bragadiru,—,ilfov,2
Staer 9,dumbravei,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,duminicii,sector 4,sector 4,bucurești,2
Staer 9,dumitru brumarescu,sector 4,sector 4,bucurești,5
Staer 9,dumitru cariagdi,sector 2,sector 2,bucurești,1
Staer 9,dumitru gaspar,sector 5,sector 5,bucurești,1
Staer 9,dumitru papazoglu,sector 3,sector 3,bucurești,1
Staer 9,dumitru pipercu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dumitru pipercu,chiajna–roșu–dudu,—,ilfov,1
Staer 9,dumitru raducu durbac,sector 1,sector 1,bucurești,1
Staer 9,dumitru samoila,sector 4,sector 4,bucurești,1
Staer 9,dumitru zosimma,sector 1,sector 1,bucurești,1
Staer 9,dummbrava noua,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dumnbrava noua,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,dunarii,bragadiru,—,ilfov,4
Staer 9,dunarii,sector 6,sector 6,bucurești,1
Staer 9,dunarii(adora urban),bragadiru,—,ilfov,1
Staer 9,dunavat,bucurești neatribuit,bucurești neatribuit,bucurești,9
Staer 9,dunavat,sector 5,sector 5,bucurești,5
Staer 9,dunavat,sector 6,sector 6,bucurești,1
Staer 9,durau,sector 1,sector 1,bucurești,1
Staer 9,duzilor,măgurele,—,ilfov,2
Staer 9,duzilor,pantelimon,—,ilfov,1
Staer 9,ea radulescu,sector 4,sector 4,bucurești,1
Staer 9,ealuncacernei,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,eau giurgiului,jilava,—,ilfov,1
Staer 9,ec cezarescu,sector 6,sector 6,bucurești,1
Staer 9,ecaterina teodoroiu,pantelimon,—,ilfov,1
Staer 9,ecerii,sector 3,sector 3,bucurești,1
Staer 9,echinoctiului,popești-leordeni,—,ilfov,1
Staer 9,echinoctiului,sector 5,sector 5,bucurești,1
Staer 9,eclipsei,popești-leordeni,—,ilfov,4
Staer 9,econ. cezarescu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,econom cezarescu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,econom cezarescu,sector 6,sector 6,bucurești,1
Staer 9,economu cezarescu,sector 6,sector 6,bucurești,17
Staer 9,economul cezarescu,sector 6,sector 6,bucurești,1
Staer 9,edgar quinet,sector 1,sector 1,bucurești,1
Staer 9,elefterie,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,elegiei,sector 5,sector 5,bucurești,1
Staer 9,elena cuza,berceni (ilfov),—,ilfov,1
Staer 9,elena doamna,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,elena si vasile cojocaru,sector 5,sector 5,bucurești,1
Staer 9,elena vacarescu,sector 1,sector 1,bucurești,2
Staer 9,elev stefan stefanescu,sector 2,sector 2,bucurești,1
Staer 9,elev stefanescu,sector 2,sector 2,bucurești,2
Staer 9,elev stefanescu stefan,sector 2,sector 2,bucurești,2
Staer 9,eliberarii,bragadiru,—,ilfov,3
Staer 9,elizeu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,emanoil buteica aleea,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 9,emanoil porumbaru,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 9,emil racovita,voluntari–pipera,—,ilfov,2
Staer 9,emill racovita,voluntari–pipera,—,ilfov,1
Staer 9,emisferei,sector 2,sector 2,bucurești,1
Staer 9,ene morodan,sector 5,sector 5,bucurești,1
Staer 9,epigonelor,sector 5,sector 5,bucurești,1
Staer 9,epigonilor,sector 5,sector 5,bucurești,3
Staer 9,episcop radu,sector 2,sector 2,bucurești,1
Staer 9,episcop vulcan,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 9,episcopul radu,sector 2,sector 2,bucurești,1
Staer 9,episcopul vulcan,sector 1,sector 1,bucurești,1
Staer 9,eremia grigorescu,chiajna–roșu–dudu,—,ilfov,1
Staer 9,ernest maftei,buftea,—,ilfov,1
Staer 9,eroilor,bragadiru,—,ilfov,2
Staer 9,eroilor,otopeni,—,ilfov,2
Staer 9,eroilor,pantelimon,—,ilfov,1
Staer 9,eroilor,tunari,—,ilfov,2
Staer 9,eroina de la jiu,sector 6,sector 6,bucurești,1
Staer 9,erou constantin bogorin,sector 2,sector 2,bucurești,1
Staer 9,erou gabriel pantazica,popești-leordeni,—,ilfov,1
Staer 9,erou iancu nicolae,voluntari–pipera,—,ilfov,1
Staer 9,erou ion calin,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,erou ion scortan,sector 2,sector 2,bucurești,2
Staer 9,erou petre tataru,sector 5,sector 5,bucurești,1
Staer 9,erou pritopescu constantin,voluntari–pipera,—,ilfov,1
Staer 9,erou tataru petre,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,eroul erie,sector 5,sector 5,bucurești,1
Staer 9,eroul martir,balotești,—,ilfov,1
Staer 9,eroului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,eroului,sector 6,sector 6,bucurești,1
Staer 9,escalei,sector 2,sector 2,bucurești,1
Staer 9,estacadei,sector 6,sector 6,bucurești,6
Staer 9,eucaliptului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,eugen brote,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,eugen brote,sector 1,sector 1,bucurești,1
Staer 9,eugen jebeleanu,voluntari–pipera,—,ilfov,1
Staer 9,f chopin,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,f regiei,sector 6,sector 6,bucurești,1
Staer 9,fabrica de caramida,sector 1,sector 1,bucurești,1
Staer 9,fabrica de gheata,sector 2,sector 2,bucurești,9
Staer 9,fabrica de glucoza,sector 2,sector 2,bucurești,11
Staer 9,fabrica de mobila,berceni (ilfov),—,ilfov,1
Staer 9,fabricii,bucurești neatribuit,bucurești neatribuit,bucurești,7
Staer 9,fabricii,sector 5,sector 5,bucurești,1
Staer 9,fabricii,sector 6,sector 6,bucurești,17
Staer 9,fagaras,buftea,—,ilfov,2
Staer 9,fagului,cornetu,—,ilfov,1
Staer 9,fagului,sector 1,sector 1,bucurești,1
Staer 9,fagului,sector 6,sector 6,bucurești,1
Staer 9,falticeni,sector 2,sector 2,bucurești,1
Staer 9,fat frumos,sector 5,sector 5,bucurești,4
Staer 9,faurei,sector 1,sector 1,bucurești,1
Staer 9,fecioarei,domnești,—,ilfov,1
Staer 9,fecioarei,măgurele,—,ilfov,1
Staer 9,feldioara,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,feldisoara,sector 6,sector 6,bucurești,1
Staer 9,feleacu,sector 1,sector 1,bucurești,3
Staer 9,fericii,pantelimon,—,ilfov,1
Staer 9,fericirii,sector 2,sector 2,bucurești,1
Staer 9,fericirii,ștefăneștii de jos,—,ilfov,3
Staer 9,ferme,otopeni,—,ilfov,1
Staer 9,ferme j,otopeni,—,ilfov,1
Staer 9,fermei,ciolpani,—,ilfov,2
Staer 9,fermei,ciorogârla,—,ilfov,2
Staer 9,fermei,otopeni,—,ilfov,1
Staer 9,fermei,săftica,—,ilfov,1
Staer 9,fetesti,sector 3,sector 3,bucurești,8
Staer 9,fetitelor,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,fetitelor,sector 3,sector 3,bucurești,1
Staer 9,ficusului,berceni (ilfov),—,ilfov,2
Staer 9,ficusului,zurbaua,—,ilfov,1
Staer 9,filip grigore lupu,moara vlăsiei,—,ilfov,1
Staer 9,filip grigore lupul,moara vlăsiei,—,ilfov,1
Staer 9,fiordului,sector 1,sector 1,bucurești,1
Staer 9,firidei,sector 3,sector 3,bucurești,2
Staer 9,floare de cais,otopeni,—,ilfov,4
Staer 9,floare de gheata,sector 5,sector 5,bucurești,1
Staer 9,floare de ghiata,sector 6,sector 6,bucurești,1
Staer 9,floare rosie,sector 6,sector 6,bucurești,5
Staer 9,floarea de cais,otopeni,—,ilfov,1
Staer 9,floarea rosie,sector 6,sector 6,bucurești,2
Staer 9,floarea soarelui,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,floarea soarelui,domnești,—,ilfov,2
Staer 9,florarilor,sector 5,sector 5,bucurești,2
Staer 9,florescu nicolae,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,floresti,domnești,—,ilfov,3
Staer 9,floretei,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,flori de camp,pantelimon,—,ilfov,1
Staer 9,florica,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 9,florilor,berceni (ilfov),—,ilfov,1
Staer 9,florilor,bragadiru,—,ilfov,4
Staer 9,florilor,măgurele,—,ilfov,1
Staer 9,florilor,ștefăneștii de jos,—,ilfov,1
Staer 9,focsani,sector 5,sector 5,bucurești,2
Staer 9,foisor,domnești,—,ilfov,1
Staer 9,foisorului,sector 3,sector 3,bucurești,6
Staer 9,fortului,clinceni,—,ilfov,3
Staer 9,fortului,domnești,—,ilfov,8
Staer 9,fortului,olteni,—,ilfov,1
Staer 9,fortului,rudeni,—,ilfov,1
Staer 9,fortuna,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 9,fortunei,sector 1,sector 1,bucurești,5
Staer 9,forului,domnești,—,ilfov,1
Staer 9,foscani,sector 5,sector 5,bucurești,1
Staer 9,franarului,sector 5,sector 5,bucurești,1
